,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,class,A1
289,14,18,333,17541,19929,397193841,17541,19929,397193841,15,9,89,2396,1609,2591374,0,3
290,13,27,765,16966,20811,433100033,16965,20811,433130288,9,7,57,1710,1746,3051488,0,3
291,38,48,2322,20741,22917,525197355,23011,23773,565158397,9,8,74,1743,2040,4161939,0,3
292,8,8,72,21327,24226,586943144,21327,24226,586943144,9,8,64,1700,1608,2587131,0,3
293,12,11,124,20139,23224,539393096,20139,23224,539393096,15,10,100,2221,1583,2507137,0,3
294,18,32,1082,15158,19582,383476360,15159,19582,383471089,12,10,100,1804,1745,3045907,0,3
295,10,8,65,18362,22122,489388261,17302,21919,480453570,13,10,102,2139,1640,2692592,0,3
296,19,25,642,13134,17309,299613885,13134,17309,299613885,15,9,86,2456,1669,2786515,0,3
297,21,33,1108,21736,22794,519575794,21736,22794,519575794,11,8,64,1771,1300,1690831,0,3
298,7,5,30,21915,23209,538687820,19899,22562,509087224,11,8,69,1747,1507,2272039,0,3
299,9,6,42,16298,21162,447855646,16298,21162,447855646,14,8,70,2256,1404,1973133,0,3
300,23,39,1536,21398,23851,568898431,21398,23851,568898431,10,7,54,1950,1712,2933952,0,3
301,13,14,201,19562,22991,528612409,19562,22991,528612409,15,7,63,2283,1328,1763852,0,3
302,23,35,1262,19513,23476,551144909,19513,23476,551144909,16,7,52,2844,1859,3459118,0,3
303,16,27,746,17736,21840,477017123,17736,21840,477017123,12,9,88,1919,1739,3026850,0,3
304,11,8,67,21894,25126,631348147,21894,25126,631348147,13,7,53,2185,1369,1875307,0,3
305,9,14,203,22241,24629,606620009,22241,24629,606620009,10,9,90,1575,1649,2719326,0,3
306,19,39,1598,20574,24050,578423335,20574,24050,578423335,7,7,53,1367,1892,3582131,0,3
307,6,6,47,19378,21476,461258874,19378,21477,461268427,10,9,92,1515,1429,2043265,0,3
308,10,6,45,18392,21028,442216780,18392,21028,442216780,15,8,77,2360,1557,2426573,0,3
309,11,11,121,19832,23390,547108529,19832,23390,547108529,13,7,61,2158,1606,2581801,0,3
310,16,31,1007,12646,18919,357956458,12645,18919,357954403,7,8,80,1247,1712,2934340,0,10
311,16,31,1022,19509,23589,556464909,19509,23589,556471582,13,7,49,2100,1043,1089782,0,3
312,27,46,2135,17439,19819,392806906,17439,19819,392806906,12,7,52,1999,1775,3152225,0,3
313,12,9,85,25600,27301,745349501,25600,27301,745349501,15,10,105,2175,1494,2234171,0,3
314,16,30,939,17680,20732,429849028,17680,20732,429845493,11,9,87,1568,1451,2106251,0,3
315,6,7,53,19160,20145,405822003,19160,20145,405822003,10,9,93,1439,1437,2067527,0,3
316,16,8,77,16626,21626,467694791,16626,21626,467694791,18,8,71,2582,1322,1748754,0,3
317,21,35,1258,19892,22805,520108701,19892,22805,520108701,12,10,109,2125,2003,4014653,0,3
318,10,11,136,16942,21742,472717434,16942,21742,472717434,12,10,107,1711,1547,2395727,0,3
319,19,33,1154,19230,21546,464260261,19230,21546,464260261,11,7,58,1693,1377,1898191,0,3
320,10,9,99,14616,19102,364908923,14615,19102,364916390,8,7,50,1464,1385,1919354,0,3
321,13,7,55,19680,23269,541483576,19680,23269,541483576,17,8,77,2535,1351,1825455,0,3
322,19,39,1527,13251,15700,246511549,13250,15701,246535723,7,7,53,1646,2336,5459321,0,3
323,18,36,1360,14511,17902,320491050,14511,17902,320491050,12,9,94,1800,1433,2055239,0,3
324,47,57,3360,14539,20097,403899700,14539,20097,403899700,8,6,46,1790,2554,6524867,0,3
325,21,30,908,19386,21941,481435795,17653,21611,467064531,14,10,106,2360,2064,4261805,0,3
326,20,35,1245,20060,23484,551535263,20051,23491,551827654,8,8,78,1272,1560,2433626,0,3
327,35,58,3422,15156,20167,406729786,14006,20017,400688836,13,8,75,2196,1794,3221826,0,3
328,30,68,4660,19052,22161,491122169,19052,22161,491122169,11,8,71,1870,1594,2542205,0,3
329,14,23,563,14182,18590,345610983,14164,18599,345930890,10,9,93,1672,1597,2551697,0,3
330,22,30,915,20529,22139,490168110,20529,22139,490168110,14,9,82,2217,1437,2067236,0,3
331,7,6,38,18801,21443,459838843,18801,21443,459839318,13,8,70,1940,1352,1828290,0,3
332,25,40,1617,18673,20835,434115163,18673,20835,434115163,10,7,62,1558,1391,1935548,0,3
333,0,0,0,26642,22073,487223615,26642,22073,487223615,6,0,0,589,69,4835,1,3
334,10,7,55,17186,22076,487379855,17186,22076,487379855,15,9,90,2096,1405,1975819,0,3
335,3,24,586,32260,25136,631825379,32260,25136,631825379,6,1,1,594,137,18850,1,3
336,10,6,47,20560,23987,575411751,20560,23987,575411751,15,8,79,2273,1323,1750441,0,3
337,18,48,2357,21871,24518,601151805,19928,24432,596923530,10,9,99,1463,1482,2198782,0,3
338,11,9,98,16408,21262,452109553,15659,21390,457559804,12,10,106,1612,1516,2299483,0,3
339,15,27,744,19762,21700,470901078,19875,21871,478361357,12,7,62,2065,1811,3281224,0,3
340,14,21,471,20595,23451,549966707,20595,23451,549966707,12,7,52,2151,1907,3638970,0,3
341,14,9,87,18263,21233,450871567,18263,21233,450871567,15,8,78,2291,1407,1980363,0,3
342,17,28,824,19202,22331,498691326,19202,22331,498691326,14,7,55,2472,1478,2186263,0,3
343,24,21,448,20991,24307,590859239,20991,24307,590859239,15,8,79,2720,1780,3171285,0,3
344,8,7,60,16475,20359,414505341,16475,20359,414505341,13,10,107,1901,1492,2227817,0,3
345,13,18,342,23400,24517,601086817,23400,24517,601086817,12,8,75,1996,1495,2235275,0,3
346,19,34,1200,22207,24165,583980183,22207,24165,583980183,9,7,60,1328,1358,1844629,0,3
347,8,7,60,19197,21785,474595811,19197,21785,474595811,11,9,84,1749,1472,2166936,0,3
348,6,7,54,17912,21478,461339259,17903,21484,461564149,9,9,95,1476,1587,2521231,0,3
349,34,50,2544,14392,19065,363494043,14392,19065,363494043,8,8,71,1261,1663,2765881,0,3
350,16,20,421,22418,23775,565281589,23329,23890,570776772,14,8,70,2424,1743,3039446,0,3
351,7,7,56,13160,18662,348295406,13160,18662,348295406,12,8,65,1958,1388,1928531,0,3
352,8,10,102,17533,21229,450711064,17533,21229,450711064,10,10,106,1384,1495,2236943,0,3
353,7,6,38,18639,21686,470296839,18639,21686,470296839,12,8,69,1897,1300,1692135,0,3
354,17,30,909,15926,20147,405910293,15926,20147,405910293,12,8,80,2032,1892,3583321,0,3
355,14,14,204,21014,23756,564354563,21012,23757,564417804,10,9,81,1820,1871,3502988,0,3
356,7,6,43,22657,23905,571461281,22657,23905,571461281,11,9,93,1628,1536,2359482,0,3
357,25,38,1490,20900,23562,555209987,20900,23562,555209987,12,8,76,2320,2161,4671718,0,3
358,9,8,74,18593,22563,509095498,18593,22563,509095498,12,8,77,1879,1462,2139119,0,3
359,21,35,1258,18110,22030,485334881,18110,22030,485351633,13,8,73,2068,1602,2566641,0,3
360,12,25,655,21986,23723,562783419,21986,23723,562783419,9,8,80,1581,2030,4124174,0,3
361,13,27,759,16194,19040,362539977,16194,19040,362539977,11,10,116,1635,1635,2673657,0,3
362,8,10,108,16812,21193,449164999,15752,21276,452673397,10,8,74,1779,1613,2602355,0,3
363,16,28,786,20509,22484,505547897,20509,22484,505547897,12,8,71,2151,1785,3187453,0,3
364,13,11,127,18426,21922,480584970,18426,21922,480584970,15,9,82,2297,1420,2016732,0,3
365,17,18,338,18507,22005,484258664,18507,22005,484258664,16,8,65,2646,1677,2815633,0,3
366,5,7,51,18003,21543,464111739,18003,21543,464111739,9,9,83,1298,1434,2057849,0,3
367,7,6,39,19796,22604,510950041,19796,22604,510950041,11,8,76,1807,1542,2380600,0,3
368,15,29,854,19742,22874,523239855,19114,23045,531078159,8,7,49,1264,1404,1973135,0,3
369,7,7,52,20340,22522,507272273,20340,22522,507272273,9,8,65,1390,1308,1713160,0,3
370,20,37,1396,18351,21652,468829386,18351,21652,468829386,10,8,68,1916,1960,3844874,0,3
371,22,37,1403,15429,19050,362916083,15429,19050,362916083,15,8,77,2469,1933,3737593,0,3
372,13,26,710,19314,23538,554045643,19314,23538,554045643,10,8,70,1740,1848,3417873,0,3
373,9,31,1003,32543,24811,615591648,32543,24811,615591648,6,0,0,627,226,51450,1,3
374,95,47,2300,32853,25037,626872721,32853,25037,626872721,6,0,0,587,40,1658,1,3
375,15,25,625,17155,20050,402020594,17155,20050,402020594,11,7,54,2029,1811,3282128,0,3
376,24,38,1458,20234,24262,588652107,20234,24262,588652107,9,7,60,1860,2001,4007171,0,3
377,16,31,1019,21111,23317,543727945,21111,23317,543727945,11,8,78,2104,1919,3685713,0,3
378,25,37,1370,17941,23040,530861229,17922,23050,531332802,16,8,79,2917,2006,4026513,0,3
379,13,16,278,22657,24537,602112738,22657,24537,602112738,12,8,72,2014,1518,2305313,0,3
380,11,7,55,17885,22406,502070156,16620,22572,509521672,15,8,72,2268,1256,1579865,0,3
381,17,30,920,21827,23273,541672439,21827,23273,541672439,12,8,79,2240,2159,4662811,0,3
382,15,32,1043,19880,23275,541733357,19880,23275,541733357,11,8,74,1839,2062,4252316,0,3
383,18,23,567,19133,21490,461858119,19133,21490,461858119,18,7,57,2844,1427,2036331,0,3
384,16,23,559,15827,18812,353917112,15827,18812,353917112,13,9,87,2033,1610,2592857,0,3
385,9,7,63,17453,21968,482599686,17453,21968,482599686,13,10,103,1917,1476,2179166,0,3
386,25,42,1766,20908,21305,453939514,20908,21305,453939514,10,8,78,1792,1878,3526984,0,3
387,8,6,40,20237,23402,547670727,20237,23402,547670727,14,8,65,2189,1302,1696642,0,3
388,26,38,1483,19197,22518,507066451,19197,22518,507066451,12,6,40,2501,2096,4396291,0,3
389,6,7,52,18816,21914,480255159,18816,21914,480255159,10,8,78,1531,1456,2120570,0,3
390,26,36,1323,16617,20804,432845939,16617,20804,432845939,18,7,62,2951,1816,3300242,0,3
391,6,7,52,22909,23736,563407060,22909,23736,563407060,11,9,95,1683,1553,2412074,0,3
392,18,29,868,20210,20453,418331185,20210,20453,418331185,12,7,55,2283,1694,2872036,0,3
393,24,39,1582,20326,24491,599827987,20324,24492,599892999,9,7,50,1694,1701,2894482,0,3
394,8,8,70,17271,20533,421640026,17271,20533,421640026,12,10,106,1772,1560,2436226,0,3
395,35,65,4286,18752,21333,455122096,18752,21333,455122096,10,7,55,1833,1826,3335609,0,3
396,6,5,35,21716,23540,554143936,21716,23540,554143936,13,7,63,1915,1257,1580605,0,3
397,21,35,1259,19690,21571,465316462,19690,21571,465316462,14,6,45,2689,1916,3673238,0,3
398,15,24,609,19780,23138,535396908,19780,23138,535396908,15,8,68,2347,1358,1845458,0,3
399,5,7,50,13162,18300,334921574,13159,18302,334976907,10,8,73,1656,1412,1995401,0,3
400,0,7,52,32718,24917,620904035,32718,24917,620904035,6,0,0,866,504,254295,1,3
401,0,0,0,32691,24926,621313611,32691,24926,621313611,6,0,0,811,465,216431,1,3
402,10,7,61,21306,23789,565925324,21306,23789,565925324,15,7,61,2341,1224,1499738,0,3
403,7,7,61,18118,20077,403107605,18118,20077,403107605,12,10,108,1674,1534,2353214,0,3
404,9,7,58,18128,21524,463289310,18117,21512,462782154,13,9,93,1873,1477,2183651,0,3
405,20,37,1397,19532,21447,459997056,19532,21447,459997056,10,8,79,1464,1375,1891540,0,3
406,11,14,220,22821,25524,651520723,20996,25261,638158468,12,8,75,1976,1521,2314876,0,3
407,12,27,734,22834,23519,553181002,21556,23302,543006085,10,8,72,1502,1473,2169896,0,3
408,19,27,753,18638,23718,562576117,18638,23718,562576117,14,9,86,2126,1610,2594789,0,3
409,29,36,1338,17515,22112,488978658,17515,22112,488978658,8,7,61,1426,1824,3328285,0,6
410,10,6,47,17460,21437,459572866,17460,21437,459572866,14,9,86,2211,1502,2256412,0,3
411,10,6,38,17428,22792,519486907,17428,22792,519486907,16,7,55,2454,1082,1171958,0,3
412,9,5,28,19341,21156,447585243,19341,21156,447585243,14,7,50,2279,1289,1662858,0,3
413,4,5,26,17780,21798,475160183,17777,21800,475242439,8,7,54,1175,1187,1409293,0,3
414,8,6,41,17265,19206,368903097,17265,19206,368903097,12,7,61,1982,1385,1920725,0,3
415,16,27,740,20229,21549,464402193,20229,21549,464402193,13,9,82,2047,1529,2338537,0,3
416,19,29,890,18075,21964,482449879,18075,21964,482449879,13,8,69,1916,1479,2189294,0,3
417,22,36,1315,20841,24180,584677541,20839,24181,584734025,13,7,62,2258,1803,3251448,0,3
418,14,27,751,15118,19411,376820675,15117,19412,376835163,9,7,63,1496,1624,2639946,0,3
419,22,31,992,20546,21383,457243946,20546,21383,457243946,13,9,96,2180,2193,4812824,0,3
420,21,35,1275,16610,22144,490399510,16610,22144,490399510,12,8,68,1946,1382,1910522,0,3
421,13,6,45,19322,21849,477385811,19322,21849,477385811,18,7,63,2637,1231,1516841,0,3
422,33,43,1933,16126,21221,450367880,16126,21221,450367880,12,9,95,1855,1685,2842258,0,3
423,9,7,52,19915,22924,525540255,19915,22924,525540255,14,9,84,2156,1439,2072062,0,3
424,12,9,81,18047,21969,482671426,18047,21969,482671426,14,8,79,2027,1420,2018803,0,3
425,6,4,21,16058,18583,345345970,16058,18583,345345970,10,7,53,1653,1414,2000327,0,3
426,9,7,50,20842,22448,503941593,20842,22448,503941593,14,9,86,2256,1656,2744335,0,3
427,29,41,1684,16684,21948,481722154,16684,21947,481712623,16,7,57,2846,1749,3061405,0,3
428,5,5,26,17862,21346,455680264,17862,21346,455680264,9,7,59,1302,1312,1723569,0,3
429,16,24,588,20155,23148,535863610,20155,23148,535863610,15,9,84,2317,1376,1895973,0,3
430,14,27,743,22542,24525,601489875,22542,24525,601510164,11,7,62,1627,1249,1562157,0,3
431,25,37,1434,21434,23094,533378093,21434,23094,533378093,13,8,72,2183,1981,3927975,0,3
432,18,29,899,16398,19935,397439370,16398,19935,397439370,16,5,35,2407,1045,1092374,0,3
433,24,38,1454,19290,21423,458987168,19290,21423,458987168,9,8,70,1545,1727,2985092,0,3
434,16,31,967,19061,21321,454610514,19061,21321,454610514,11,8,65,1993,1834,3364796,0,3
435,30,47,2281,16175,21008,441371389,16175,21008,441367693,10,7,54,1633,1307,1709285,0,3
436,9,7,51,17951,21314,454292617,17951,21314,454292617,14,8,75,2243,1330,1770832,0,3
437,27,36,1301,20562,25030,626512883,20562,25030,626512883,19,7,56,2886,1206,1454455,0,3
438,11,10,107,18055,21199,449409864,18055,21199,449409864,13,8,73,2250,1603,2569699,0,3
439,74,90,8198,17617,22682,514509133,17617,22682,514509133,5,5,34,636,974,949112,0,3
440,9,8,65,20537,22112,488959140,20531,22116,489152412,14,9,85,2183,1312,1723149,0,3
441,14,14,218,17819,23046,531130863,17815,23048,531235778,15,9,88,2564,1517,2304296,0,3
442,30,44,1964,21228,23421,548559183,19873,23354,545426286,13,6,42,2392,1849,3419509,0,3
443,16,20,430,22142,23935,572930573,22142,23935,572930573,14,8,72,2390,1743,3041228,0,3
444,5,5,34,15919,20717,429231851,15919,20717,429231851,9,8,74,1402,1376,1894656,0,3
445,9,10,103,18754,22956,527001135,18754,22956,527001135,12,9,99,1882,1846,3410083,0,3
446,8,9,84,16545,20294,411879801,16030,20405,416372697,9,9,82,1375,1374,1889857,0,3
447,15,29,871,17687,20924,437854461,15680,19578,383306849,11,10,107,1713,1801,3246682,0,3
448,10,41,1700,24410,22226,494019024,24410,22226,494019024,6,1,2,621,152,23142,1,3
449,18,17,301,19952,23449,549857589,19952,23449,549857589,15,9,88,2223,1535,2356870,0,3
450,30,47,2259,16721,19420,377167338,16721,19420,377167338,14,7,63,2359,1828,3344029,0,3
451,26,43,1872,17376,22021,484950231,17376,22021,484950231,11,8,66,1684,1433,2055754,0,3
452,12,10,101,17064,19256,370824942,17064,19256,370824942,14,8,69,2199,1337,1790002,0,3
453,24,41,1735,19664,21730,472220879,18630,21714,471513864,11,8,71,1831,1521,2313615,0,3
454,23,32,1065,21932,24008,576427710,21931,24009,576447614,13,7,50,2444,1868,3489746,0,3
455,0,0,0,33050,25322,641248692,33050,25322,641248692,6,0,0,862,498,248711,1,3
456,25,38,1451,17493,22586,510167855,17492,22587,510196842,9,7,58,1715,1742,3037865,0,3
457,6,6,46,20538,24326,591775116,20528,24332,592090149,10,9,86,1553,1481,2193361,0,3
458,25,40,1637,14642,18833,354682047,14642,18832,354673682,12,9,81,1967,1607,2582516,0,3
459,20,30,911,17449,21064,443708053,16926,21235,450934207,14,9,88,2185,1650,2725066,0,3
460,0,0,0,32701,24901,620062646,32701,24901,620062646,6,0,0,589,70,4954,1,3
461,0,0,0,32683,24918,620919970,32683,24918,620919970,6,0,0,590,69,4856,1,3
462,0,0,0,32583,24809,615508436,32583,24809,615508436,6,0,0,625,13,193,1,3
463,0,0,0,33218,25420,646186247,33218,25420,646186247,6,0,0,626,12,156,1,3
464,14,27,766,20737,22802,519937485,20737,22802,519937485,11,7,53,1885,1458,2127747,0,3
465,23,28,836,16334,18703,349823527,16334,18703,349823527,16,10,100,2531,1693,2868415,0,3
466,14,9,95,16898,21708,471275444,16898,21708,471270456,13,8,79,2093,1671,2794988,0,3
467,8,6,42,16991,21642,468404069,15360,21130,446481784,14,9,89,2212,1550,2402833,0,3
468,19,32,1062,21536,23975,574835738,21536,23975,574835738,11,9,96,2042,2106,4438967,0,3
469,25,38,1467,20178,22059,486610016,20178,22059,486610016,10,8,70,1717,1877,3525518,0,3
470,15,32,1035,21930,25632,657032700,21930,25632,657019207,10,9,81,1646,1964,3860903,0,3
471,9,7,50,19531,21407,458287300,19519,21415,458602442,14,8,74,1946,1318,1738784,0,3
472,25,37,1376,19233,22133,489903018,19233,22133,489903018,14,7,49,2299,1342,1801627,0,3
473,17,35,1276,21217,22819,520747385,21217,22819,520747385,9,9,86,1365,1479,2188121,0,3
474,15,30,909,19876,21823,476278993,18926,21964,482448469,11,7,63,1843,1507,2273774,0,3
475,10,6,39,19015,22887,523843761,19015,22887,523843761,16,7,60,2504,1263,1596160,0,3
476,25,35,1268,18192,21193,449151551,18192,21193,449151551,14,8,70,2541,2139,4576859,0,3
477,15,13,169,22282,23994,575733470,22282,23994,575733470,17,8,78,2625,1399,1959294,0,3
478,22,36,1304,17654,21726,472034639,17654,21726,472026795,12,9,90,1787,1470,2161439,0,3
479,19,29,890,12213,15355,235805207,12213,15355,235805207,14,8,78,2434,1946,3790463,0,3
480,25,38,1468,20496,21696,470722781,20496,21696,470722781,14,7,59,2385,1619,2622311,0,3
481,16,25,659,21084,22022,484979711,21084,22022,484979711,13,6,45,2453,1788,3197548,0,3
482,26,43,1928,17413,21144,447103328,17413,21144,447103328,13,7,51,2202,1674,2805557,0,3
483,15,24,604,19640,23085,532940419,19639,23085,532953365,16,8,64,2622,1605,2576080,0,3
484,31,59,3499,17919,22265,495762459,17919,22265,495762459,9,8,67,1713,1986,3947206,0,3
485,26,40,1660,17024,21314,454302295,17024,21314,454302295,14,7,56,2363,1607,2584986,0,3
486,25,36,1363,15685,20388,415695844,15685,20388,415695844,12,8,76,1774,1355,1838657,0,3
487,9,7,50,18256,21529,463530509,18256,21529,463530509,14,8,72,2338,1567,2456069,0,3
488,8,7,61,22017,24459,598249188,22016,24460,598293111,13,10,102,1961,1578,2491109,0,3
489,25,39,1572,16659,20614,424957328,16397,20755,430789741,14,8,74,2251,1577,2488472,0,3
490,11,8,72,19084,22591,510375268,19084,22591,510375268,14,9,88,2271,1801,3246733,0,3
491,17,35,1267,20220,24152,583342875,19185,23906,571522317,14,7,58,2164,1354,1835456,0,3
492,6,7,52,20028,21879,478703529,20028,21879,478703529,10,9,89,1405,1415,2003427,0,3
493,14,15,246,23154,25358,643037302,21518,24998,624940431,13,7,58,2195,1710,2926973,0,3
494,0,0,0,32863,25124,631254443,32863,25124,631254443,6,0,0,1154,573,329144,1,3
495,32,36,1343,19033,22997,528904961,19033,22997,528904961,15,9,83,2407,1948,3796653,0,3
496,16,24,582,19616,22279,496379224,19616,22279,496379224,13,7,63,2296,1794,3219962,0,3
497,10,6,43,19747,24557,603075494,19747,24557,603075494,13,8,69,2048,1362,1855328,0,3
498,17,29,854,13257,19146,366582487,13257,19146,366582487,11,10,105,1672,1680,2823695,0,3
499,26,40,1660,15754,20987,440473064,15754,20987,440473064,14,9,87,1868,1428,2039294,0,3
500,11,8,74,17597,22572,509521940,17597,22572,509521940,15,7,57,2349,1418,2013162,0,3
501,10,7,51,21197,24708,610510666,20060,24864,618261085,16,8,64,2319,1215,1477231,0,3
502,9,7,49,19105,23133,535177837,19105,23133,535177837,14,9,88,2115,1487,2211231,0,3
503,9,7,57,15843,20726,429594200,15843,20726,429585149,11,7,63,1767,1365,1865318,0,3
504,13,28,827,15916,20268,410808774,15916,20268,410808774,9,9,83,1487,1868,3490134,0,3
505,17,35,1238,21039,23035,530655651,18357,22185,492199029,8,8,68,1642,1618,2619538,0,3
506,27,41,1762,18726,22497,506129014,18719,22501,506299680,8,7,56,1615,2258,5102397,0,3
507,6,7,54,19379,22334,498840358,17125,21466,460814067,10,10,112,1433,1525,2327250,0,3
508,20,34,1209,17688,22248,494983764,17688,22248,494983764,13,9,82,1982,1477,2183568,0,3
509,34,47,2302,16924,18244,332866376,16924,18244,332866376,11,8,64,1865,1692,2865178,0,3
510,21,34,1170,18630,20824,433647226,18630,20824,433647226,15,8,77,2294,1431,2049326,0,3
511,14,24,622,19647,22459,504432579,19647,22459,504432579,13,7,52,2207,1409,1985579,0,3
512,5,6,45,21842,22222,493836232,21842,22222,493836232,7,8,69,974,1292,1670181,0,3
513,31,47,2295,21459,24954,622739279,21459,24954,622739279,10,8,76,1566,1653,2734760,0,3
514,17,30,935,21091,24952,622621299,21091,24952,622621299,13,9,89,2257,2012,4050538,0,3
515,0,0,0,33059,25332,641727931,33059,25332,641727931,6,0,0,591,69,4884,1,3
516,0,0,0,33125,25406,645466436,33125,25406,645466436,6,0,0,625,15,236,1,3
